"naics","employment_march","establishments","payroll_quarter1","year"
"114",7509,2688,82311000,2015
"115",96466,10926,770822000,2015
"211",135482,7906,5435011000,2015
"212",191948,6324,3614277000,2015
"213",416230,14995,9078386000,2015
"221",639234,17990,19546810000,2015
"236",1251779,206286,16852164000,2015
"237",921511,38959,13384846000,2015
"238",3834996,437145,43811113000,2015
"311",1485656,26819,14685996000,2015
"312",184500,8002,2249344000,2015
"313",103489,2210,1024785000,2015
"314",114403,6195,968924000,2015
"315",103732,7087,653117000,2015
"316",26226,1180,223650000,2015
"321",378474,14071,3513550000,2015
"322",351043,4217,5299886000,2015
"323",447618,25688,4821045000,2015
"324",102479,2133,2871551000,2015
"325",758795,13182,16435434000,2015
"326",739708,12276,8469113000,2015
"327",369859,14731,4354211000,2015
"331",398566,4533,6420718000,2015
"332",1446767,54767,17653541000,2015
"333",1078367,23794,16242473000,2015
"334",795694,12677,16899503000,2015
"335",344735,5671,4886094000,2015
"336",1477611,11880,24949219000,2015
"337",359121,15098,3477543000,2015
"339",538658,26614,7560801000,2015
"423",3440564,237494,62347089000,2015
"424",2333872,130436,40541107000,2015
"425",301673,45507,3651158000,2015
"441",1908309,118157,19867970000,2015
"442",445240,50336,3154157000,2015
"443",407409,46731,2849194000,2015
"444",1280305,76565,9427138000,2015
"445",3129735,152504,16316978000,2015
"446",1041147,92762,8259119000,2015
"447",921654,111604,4243915000,2015
"448",1711022,146694,7469232000,2015
"451",579082,46195,2443683000,2015
"452",2902345,53022,16738272000,2015
"453",757820,108510,3785572000,2015
"454",620099,67129,7575299000,2015
"481",453380,4877,8337108000,2015
"483",67904,1710,1483274000,2015
"484",1448631,121653,15744023000,2015
"485",492630,20249,3080738000,2015
"486",52221,3671,1816410000,2015
"487",26488,2744,177364000,2015
"488",674531,43495,8296481000,2015
"492",591424,14853,6331026000,2015
"493",809359,15130,8531783000,2015
"511",877345,26859,23918060000,2015
"512",431554,25522,4146962000,2015
"515",259527,8439,6108677000,2015
"517",1026329,53010,23565541000,2015
"518",539171,13599,13113109000,2015
"519",260391,12079,11276132000,2015
"521",19187,58,496302000,2015
"522",2760714,191651,65984015000,2015
"523",896135,98482,68995780000,2015
"524",2453404,178697,58607741000,2015
"525",6474,1174,327143000,2015
"531",1522166,321871,19452193000,2015
"532",508802,53242,5931786000,2015
"533",34459,2489,1002467000,2015
"541",8798260,896026,169496182000,2015
"551",3308759,53943,106817106000,2015
"561",10728572,380407,95236471000,2015
"562",383893,23875,5085082000,2015
"611",3642170,101981,32267144000,2015
"621",7006624,603555,90186200000,2015
"622",5717986,7012,83310495000,2015
"623",3467097,86653,22888073000,2015
"624",3030157,178852,15872786000,2015
"711",483307,50239,7100853000,2015
"712",146027,7594,1114822000,2015
"713",1601488,75777,7632264000,2015
"721",2032041,66002,13660817000,2015
"722",11164851,621617,43143811000,2015
"811",1244684,213496,11519854000,2015
"812",1398136,225574,7871752000,2015
"813",2758413,306976,20748262000,2015
"113",55726,8739,588805000,2016
"114",7111,2807,77473000,2016
"115",97574,11048,806905000,2016
"211",122140,7330,4852906000,2016
"212",173900,6204,3065837000,2016
"213",290977,13700,5999050000,2016
"221",638917,18159,19556341000,2016
"236",1313535,210469,18273057000,2016
"237",941593,38477,14239719000,2016
"238",4056136,447787,48265674000,2016
"311",1506793,27138,15361144000,2016
"312",198027,8465,2384245000,2016
"313",101952,2151,1013215000,2016
"314",113013,6031,980162000,2016
"315",96791,6262,629898000,2016
"316",25678,1203,216707000,2016
"321",391377,14251,3696484000,2016
"322",348463,4091,5262562000,2016
"323",445992,25521,4894561000,2016
"324",104748,2167,3115856000,2016
"325",766771,13480,16812660000,2016
"326",750333,12083,8675934000,2016
"327",382637,14969,4576587000,2016
"331",375873,4464,5776774000,2016
"332",1406266,54968,17246299000,2016
"333",1030750,23509,15356068000,2016
"334",786387,12378,16291780000,2016
"335",344336,5657,4952027000,2016
"336",1504272,11683,25780728000,2016
"337",368902,15031,3616531000,2016
"339",541059,26041,7726656000,2016
"423",3464046,237789,62805066000,2016
"424",2341135,129133,39461844000,2016
"425",305567,45604,3761220000,2016
"441",1972103,118201,20939154000,2016
"442",453251,50033,3332471000,2016
"443",378632,40481,2598433000,2016
"444",1330599,75737,9140240000,2016
"445",3176122,152787,17316720000,2016
"446",1057314,96841,8050509000,2016
"447",947656,111076,4471566000,2016
"448",1738095,143870,7392910000,2016
"451",568730,45931,2418119000,2016
"452",2927434,54539,16410606000,2016
"453",781114,109494,3844717000,2016
"454",636843,70106,7423704000,2016
"481",466440,4522,9135470000,2016
"483",65132,1677,1396225000,2016
"484",1460598,124320,15810943000,2016
"485",515992,20247,3390166000,2016
"486",53657,3695,1829756000,2016
"487",29065,2846,199310000,2016
"488",692815,43627,8515586000,2016
"492",611946,14665,6473989000,2016
"493",834064,15395,8622263000,2016
"511",916599,27486,26268241000,2016
"512",447578,25497,4302008000,2016
"515",267072,8311,6042094000,2016
"517",1070796,59236,23787731000,2016
"518",462391,13566,11196017000,2016
"519",283514,12311,12321058000,2016
"521",19366,59,523086000,2016
"522",2838209,192147,65362397000,2016
"523",906849,102019,67111843000,2016
"524",2564918,181512,60022070000,2016
"525",7453,1248,316522000,2016
"531",1563001,334266,20398671000,2016
"532",512405,53681,5824557000,2016
"533",36012,2553,992922000,2016
"541",8799893,903534,172712422000,2016
"551",3380437,55384,105603817000,2016
"561",11236035,384877,101996006000,2016
"562",392474,24641,5075137000,2016
"611",3677275,103364,32865911000,2016
"621",7253573,611974,94032616000,2016
"622",5834702,7100,84177427000,2016
"623",3503483,88560,23373960000,2016
"624",3143950,182885,16653453000,2016
"711",503751,52235,7592426000,2016
"712",151270,7655,1156383000,2016
"713",1656416,77320,7824895000,2016
"721",2067377,66784,13893823000,2016
"722",11636640,636744,46553818000,2016
"811",1265012,214807,11881020000,2016
"812",1441285,230272,8125008000,2016
"813",2792947,309150,21462329000,2016
"113",54097,8789,595135000,2017
"114",7200,2918,86075000,2017
"115",102749,11656,886968000,2017
"211",108985,6405,4581226000,2017
"212",173179,5940,3096273000,2017
"213",295934,13387,5932464000,2017
"221",644703,18965,20911878000,2017
"236",1327846,214765,20162450000,2017
"237",953884,37923,15457818000,2017
"238",4251331,462953,54051363000,2017
"311",1544365,27519,16685722000,2017
"312",220567,9195,2746230000,2017
"313",96829,1993,1033899000,2017
"314",108005,5701,996532000,2017
"315",92364,5752,644646000,2017
"316",27276,1174,239241000,2017
"321",407160,14552,4160563000,2017
"322",345542,4054,5497815000,2017
"323",444195,25256,5151437000,2017
"324",105730,2135,3131417000,2017
"325",784725,13426,17387039000,2017
"326",771836,12217,9251889000,2017
"327",392588,15126,4923352000,2017
"331",370534,4287,5930033000,2017
"332",1397764,54066,17998902000,2017
"333",1030860,23014,16112244000,2017
"334",792108,12225,17526914000,2017
"335",340597,5469,5058934000,2017
"336",1535931,11568,26406563000,2017
"337",367085,14429,3851690000,2017
"339",545724,27778,8032614000,2017
"423",3460468,239812,63933550000,2017
"424",2363550,129654,42281215000,2017
"425",291458,40190,3726655000,2017
"441",2016013,118859,22187365000,2017
"442",460500,50643,3475829000,2017
"443",320956,30473,2342702000,2017
"444",1305091,75128,9582482000,2017
"445",3129973,150239,18166243000,2017
"446",1014206,97365,8863507000,2017
"447",943917,112866,4569515000,2017
"448",1757843,143208,7716042000,2017
"451",535136,45079,2396135000,2017
"452",2702588,53749,16433758000,2017
"453",757614,109244,3995457000,2017
"454",761971,77596,8418319000,2017
"481",470353,4441,10902457000,2017
"483",61762,1668,1402727000,2017
"484",1465040,126986,16858564000,2017
"485",514655,20397,3656629000,2017
"486",51448,3712,1927893000,2017
"487",29611,2898,217026000,2017
"488",718282,45946,9165418000,2017
"492",641572,14359,7113202000,2017
"493",913559,16901,9489362000,2017
"511",1009323,29740,30948659000,2017
"512",338250,25801,4667845000,2017
"515",261295,8252,6573410000,2017
"517",1071593,60475,24279320000,2017
"518",525528,17597,14148771000,2017
"519",301977,12069,15129485000,2017
"521",19738,58,542877000,2017
"522",2884086,193932,70922539000,2017
"523",904303,103180,70341607000,2017
"524",2596059,180115,64306918000,2017
"525",3982,939,191405000,2017
"531",1606886,349265,21886764000,2017
"532",502552,54545,6064992000,2017
"533",38568,2758,1118955000,2017
"541",8905549,914718,182430305000,2017
"551",3462498,56363,106400981000,2017
"561",11489562,394496,109881381000,2017
"562",407494,25348,5533875000,2017
"611",3688541,105173,34798914000,2017
"621",7406773,625395,101948442000,2017
"622",6001339,7020,92219849000,2017
"623",3514416,89876,24952801000,2017
"624",3318910,175344,18779668000,2017
"711",508311,54245,8126388000,2017
"712",154376,7654,1271172000,2017
"713",1706241,81497,8224481000,2017
"721",2111433,68375,14871823000,2017
"722",11976778,657792,49947767000,2017
"811",1284111,218701,12751733000,2017
"812",1464600,235974,8632076000,2017
"813",2786267,310165,22691881000,2017
"113",54024,8690,617298000,2018
"114",7221,2955,90275000,2018
"115",102751,11748,925173000,2018
"211",107630,6277,5156263000,2018
"212",170635,5829,3424218000,2018
"213",327433,13487,7185938000,2018
"221",646930,19028,21558892000,2018
"236",1391532,222751,21962288000,2018
"237",999733,38135,16562377000,2018
"238",4423714,472803,58019927000,2018
"311",1570295,27728,17382198000,2018
"312",239690,10113,2958976000,2018
"313",94258,1981,1045725000,2018
"314",105494,5749,999052000,2018
"315",84546,5482,626263000,2018
"316",25901,1162,237176000,2018
"321",415151,14463,4321848000,2018
"322",344537,3999,5671839000,2018
"323",438516,24809,5175859000,2018
"324",107040,2106,3264855000,2018
"325",798028,13615,18605362000,2018
"326",785794,12065,9743809000,2018
"327",399572,15076,5234435000,2018
"331",374837,4112,6343305000,2018
"332",1437086,55020,19198687000,2018
"333",1057407,23060,17874197000,2018
"334",780965,12044,17907942000,2018
"335",345470,5549,5317874000,2018
"336",1585194,11567,28557196000,2018
"337",372286,14581,3981127000,2018
"339",550598,25811,8627016000,2018
"423",3497708,236609,67541019000,2018
"424",2381687,128000,44021919000,2018
"425",284420,39039,3782595000,2018
"441",2011372,118387,22383062000,2018
"442",469469,49845,3634469000,2018
"443",308132,27500,2400903000,2018
"444",1361087,74591,10179365000,2018
"445",3087358,150289,18463425000,2018
"446",1038123,93468,9193414000,2018
"447",974156,112662,4745938000,2018
"448",1702273,139595,8001217000,2018
"451",526409,43936,2439289000,2018
"452",2665437,53772,16414174000,2018
"453",760362,108155,4186484000,2018
"454",778969,77975,9325903000,2018
"481",479569,4414,11448100000,2018
"483",61530,1646,1439131000,2018
"484",1514255,134769,18119010000,2018
"485",512754,20415,3978455000,2018
"486",47758,3440,1902051000,2018
"487",29798,2938,237815000,2018
"488",742796,45792,9895166000,2018
"492",675990,14467,7499513000,2018
"493",967386,16919,10373193000,2018
"511",1015946,29662,33936774000,2018
"512",336658,26880,5052211000,2018
"515",254422,8063,6591965000,2018
"517",1129079,63342,24836892000,2018
"518",546889,17526,15701369000,2018
"519",317906,12293,18260442000,2018
"521",19786,58,561991000,2018
"522",2869431,189666,76464360000,2018
"523",925359,103854,75552604000,2018
"524",2680307,182900,69636563000,2018
"525",4325,1084,255385000,2018
"531",1653814,361500,22939203000,2018
"532",516661,53778,6608778000,2018
"533",39171,2727,1149421000,2018
"541",9111666,921521,197886799000,2018
"551",3528948,54726,114075585000,2018
"561",11862147,393261,117151892000,2018
"562",425659,25607,5993212000,2018
"611",3731157,106939,36130263000,2018
"621",7568202,629445,107122164000,2018
"622",6055138,6906,96715453000,2018
"623",3527455,90732,25942060000,2018
"624",3347958,180343,19461655000,2018
"711",524840,56503,8633652000,2018
"712",157785,7736,1315088000,2018
"713",1752937,82883,8591963000,2018
"721",2121365,69050,15627841000,2018
"722",12223775,664084,53091454000,2018
"811",1303518,217830,13318228000,2018
"812",1504407,239347,9312732000,2018
"813",2787819,309584,23336455000,2018
"113",51928,8366,616714000,2019
"114",7316,2944,98348000,2019
"115",105323,11507,969573000,2019
"211",108128,6139,5447497000,2019
"212",177656,5857,3590121000,2019
"213",340956,13081,7774668000,2019
"221",641700,19146,22664232000,2019
"236",1451904,228282,23538575000,2019
"237",1038883,38137,17705510000,2019
"238",4553114,478788,61802772000,2019
"311",1593960,28090,17919819000,2019
"312",256195,10875,3240855000,2019
"313",93257,1926,1050764000,2019
"314",106053,5605,1029018000,2019
"315",80697,5462,622467000,2019
"316",26341,1171,241695000,2019
"321",415757,14223,4488639000,2019
"322",347386,3938,6029581000,2019
"323",429253,24194,5070692000,2019
"324",107509,2108,3230139000,2019
"325",817229,13832,19572046000,2019
"326",796520,11951,10151236000,2019
"327",402095,15008,5369083000,2019
"331",385544,4021,6756636000,2019
"332",1466779,54430,20053245000,2019
"333",1079338,22768,18534901000,2019
"334",794764,11870,18569644000,2019
"335",349329,5402,5577421000,2019
"336",1640937,11509,30063673000,2019
"337",367408,14397,4027152000,2019
"339",553452,24846,9128905000,2019
"423",3540499,233316,70842459000,2019
"424",2367720,126042,45297616000,2019
"425",273005,38007,3685470000,2019
"441",2022938,117800,23154687000,2019
"442",472981,48769,3679800000,2019
"443",293493,25780,2295371000,2019
"444",1339557,73826,10205585000,2019
"445",3116548,150144,18930301000,2019
"446",1022210,94289,9441094000,2019
"447",994334,112630,5091118000,2019
"448",1666358,136997,8133936000,2019
"451",477462,42526,2338198000,2019
"452",2733834,55803,17444161000,2019
"453",768579,107957,4462916000,2019
"454",784996,78436,9478722000,2019
"481",501344,4442,12102859000,2019
"483",62183,1653,1521912000,2019
"484",1581947,138591,19660156000,2019
"485",511843,20397,4732660000,2019
"486",47189,3409,1970576000,2019
"487",29673,2990,251140000,2019
"488",797586,46393,10880726000,2019
"492",855159,14860,8390732000,2019
"493",1021448,17345,11592154000,2019
"511",1010819,29716,36738818000,2019
"512",328152,27816,4962344000,2019
"515",266876,8213,7085784000,2019
"517",1076629,63657,25586268000,2019
"518",552937,17297,16619608000,2019
"519",336939,12561,19481386000,2019
"521",19989,59,585776000,2019
"522",2868544,190372,79378851000,2019
"523",927216,103569,76531194000,2019
"524",2729762,181161,71979441000,2019
"525",7655,1526,333185000,2019
"531",1676886,369953,24657132000,2019
"532",527525,52625,7070262000,2019
"533",35737,2685,1175453000,2019
"541",9284491,927205,208350801000,2019
"551",3523278,52749,117734903000,2019
"561",12203451,399195,126352144000,2019
"562",438566,25733,6403346000,2019
"611",3808801,108285,38095802000,2019
"621",7820262,636343,113588990000,2019
"622",6078477,6933,99459083000,2019
"623",3538496,93020,27013082000,2019
"624",3427575,182137,20710664000,2019
"711",543264,58627,9189825000,2019
"712",159835,7759,1377967000,2019
"713",1801314,84855,9181826000,2019
"721",2161388,69205,16404329000,2019
"722",12330989,672602,55634832000,2019
"811",1306546,216928,13803657000,2019
"812",1540170,244427,9930426000,2019
"813",2772524,308209,24125570000,2019
"113",50710,8212,612077000,2020
"114",7059,2927,84893000,2020
"115",109435,11608,1048726000,2020
"211",100245,5779,4880235000,2020
"212",170784,5812,3495913000,2020
"213",306892,12317,7118273000,2020
"221",637058,19484,22998326000,2020
"236",1495473,233058,25204920000,2020
"237",1046895,37991,18319995000,2020
"238",4639703,482292,65133472000,2020
"311",1614185,28652,19237987000,2020
"312",267982,11134,3419690000,2020
"313",86023,1898,999341000,2020
"314",107626,5340,1099645000,2020
"315",74387,4961,596111000,2020
"316",25426,1108,246458000,2020
"321",412689,13747,4675377000,2020
"322",341709,3870,6007882000,2020
"323",414642,23393,5024559000,2020
"324",111764,2133,3297932000,2020
"325",834524,13987,20168249000,2020
"326",795045,11804,10449020000,2020
"327",396756,14930,5472824000,2020
"331",371293,3858,6521794000,2020
"332",1431651,53565,20194312000,2020
"333",1051305,22274,18110182000,2020
"334",797007,11690,18976105000,2020
"335",342839,5312,5769542000,2020
"336",1617836,11284,30061477000,2020
"337",360220,14359,4053915000,2020
"339",544913,24225,9260537000,2020
"423",3550754,230053,72669507000,2020
"424",2328932,124246,46614664000,2020
"425",265692,36815,3707345000,2020
"441",2043412,117195,24254165000,2020
"442",461414,47539,3784727000,2020
"443",269435,24006,2190690000,2020
"444",1345286,72504,10929028000,2020
"445",3182917,150329,20061099000,2020
"446",1021298,93909,9582892000,2020
"447",994415,111752,5356233000,2020
"448",1614371,132964,8020442000,2020
"451",465218,41220,2403316000,2020
"452",2764325,56121,16596696000,2020
"453",766886,106376,4694502000,2020
"454",879488,82906,10572408000,2020
"481",525363,4464,14063119000,2020
"483",64665,1715,1604555000,2020
"484",1624213,144774,20361982000,2020
"485",512175,19857,5203041000,2020
"486",45903,3411,1791962000,2020
"487",28171,2965,257687000,2020
"488",808668,47511,11122051000,2020
"492",961387,15611,9378791000,2020
"493",1141365,17477,12535079000,2020
"511",1044736,29900,40270597000,2020
"512",318921,28478,4877496000,2020
"515",273796,8266,7592422000,2020
"517",1019736,64043,25953480000,2020
"518",557409,17273,17616614000,2020
"519",362862,12970,22484803000,2020
"521",20213,58,621394000,2020
"522",2926134,188791,84850736000,2020
"523",929859,104932,78221015000,2020
"524",2798464,181309,76388583000,2020
"525",7673,1726,387551000,2020
"531",1720076,383875,26433282000,2020
"532",521786,51233,7166860000,2020
"533",38771,2571,1395208000,2020
"541",9554479,943222,224188753000,2020
"551",3571149,52409,119003134000,2020
"561",12267412,404736,139010232000,2020
"562",450609,26337,6804388000,2020
"611",3832033,110087,39929502000,2020
"621",7994079,642970,118981535000,2020
"622",6184265,7121,103017151000,2020
"623",3544511,93113,28248285000,2020
"624",3493714,184970,21949334000,2020
"711",539525,59909,9531737000,2020
"712",160577,7710,1445123000,2020
"713",1804857,84262,9743513000,2020
"721",2161823,69202,17176584000,2020
"722",12215193,664670,57267611000,2020
"811",1304597,216072,14322127000,2020
"812",1546383,248626,10255905000,2020
"813",2750708,306632,25032370000,2020
"113",49632,8249,604265000,2021
"114",6911,3027,78080000,2021
"115",109145,12032,1087229000,2021
"211",88532,5444,3987930000,2021
"212",160801,5831,3249179000,2021
"213",225544,11773,4986679000,2021
"221",633738,19896,22797158000,2021
"236",1486733,244227,25216704000,2021
"237",986427,38155,17317882000,2021
"238",4588862,497875,64136430000,2021
"311",1604515,29512,19500834000,2021
"312",250212,11704,3395839000,2021
"313",82525,1816,957985000,2021
"314",103444,5219,1058916000,2021
"315",64767,4872,532029000,2021
"316",24122,1086,235275000,2021
"321",419989,13887,5025266000,2021
"322",339994,3842,5875852000,2021
"323",369632,22580,4506403000,2021
"324",100149,2097,3053910000,2021
"325",853730,14186,20910578000,2021
"326",786504,11518,10518325000,2021
"327",399037,14958,5623048000,2021
"331",339003,3717,6016644000,2021
"332",1359954,53743,19065685000,2021
"333",1012124,21858,17624961000,2021
"334",784461,11435,19329416000,2021
"335",337179,5254,5959474000,2021
"336",1594321,11332,29465545000,2021
"337",349496,14394,3857283000,2021
"339",535266,24005,9243616000,2021
"423",3457895,230245,72534302000,2021
"424",2228299,123935,45867665000,2021
"425",239751,36662,3632106000,2021
"441",1957714,119922,25395842000,2021
"442",428358,45403,3860616000,2021
"443",222660,22800,2137838000,2021
"444",1378194,72393,11263038000,2021
"445",3331399,154177,20645135000,2021
"446",990231,92339,9355611000,2021
"447",976503,110925,5460212000,2021
"448",1358781,123641,7051807000,2021
"451",449574,41173,2425607000,2021
"452",2767185,56707,18481323000,2021
"453",725909,107089,4604339000,2021
"454",944122,90310,12320677000,2021
"481",465423,4543,10367177000,2021
"483",56430,1792,1381692000,2021
"484",1659172,163565,20545420000,2021
"485",392975,19226,3822115000,2021
"486",45290,3446,1776213000,2021
"487",17808,3068,145114000,2021
"488",766759,48609,10738998000,2021
"492",1090906,16647,11509776000,2021
"493",1198878,18252,13294171000,2021
"511",1042516,30939,43635730000,2021
"512",241278,29670,4525121000,2021
"515",272227,8330,7727730000,2021
"517",942252,62105,25010324000,2021
"518",552789,17297,20579241000,2021
"519",363567,13665,27544768000,2021
"521",20708,63,687208000,2021
"522",2968644,186762,93063642000,2021
"523",941598,108690,88283201000,2021
"524",2799419,181472,76929090000,2021
"525",7940,1904,462398000,2021
"531",1709890,402793,26563573000,2021
"532",433644,50849,6162091000,2021
"533",37068,2584,1262396000,2021
"541",9531475,962470,230736481000,2021
"551",3484154,52072,117159388000,2021
"561",12054181,419871,147682965000,2021
"562",455419,27603,6858973000,2021
"611",3488028,111543,38683375000,2021
"621",8131466,656224,122022543000,2021
"622",6085569,7465,102598903000,2021
"623",3254794,95175,27263672000,2021
"624",3209764,188706,21517515000,2021
"711",341645,63728,7652498000,2021
"712",120417,7864,1157494000,2021
"713",1396607,84553,7818087000,2021
"721",1515600,70795,10874479000,2021
"722",10626727,675135,48595322000,2021
"811",1280375,220041,13925465000,2021
"812",1344766,254391,9224865000,2021
"813",2479963,307014,23876629000,2021
