"state","state_fips","year","cit","cit_flag"
"Alabama",1,1976,5,0
"Alabama",1,1977,5,0
"Alabama",1,1978,5,0
"Alabama",1,1979,5,0
"Alabama",1,1980,5,0
"Alabama",1,1981,5,0
"Alabama",1,1982,5,0
"Alabama",1,1983,5,0
"Alabama",1,1984,5,0
"Alabama",1,1985,5,0
"Alabama",1,1986,5,0
"Alabama",1,1987,5,0
"Alabama",1,1988,5,0
"Alabama",1,1989,5,0
"Alabama",1,1990,5,0
"Alabama",1,1991,5,0
"Alabama",1,1992,5,0
"Alabama",1,1993,5,0
"Alabama",1,1994,5,0
"Alabama",1,1995,5,0
"Alabama",1,1996,5,0
"Alabama",1,1997,5,0
"Alabama",1,1998,5,0
"Alabama",1,1999,5,0
"Alabama",1,2000,5,0
"Alabama",1,2001,6.5,0
"Alabama",1,2002,6.5,0
"Alabama",1,2003,6.5,0
"Alabama",1,2004,6.5,0
"Alabama",1,2005,6.5,0
"Alabama",1,2006,6.5,0
"Alabama",1,2007,6.5,0
"Alabama",1,2008,6.5,0
"Alabama",1,2009,6.5,0
"Alabama",1,2010,6.5,0
"Alabama",1,2011,6.5,0
"Alabama",1,2012,6.5,0
"Alaska",2,1976,9.4,0
"Alaska",2,1977,9.4,0
"Alaska",2,1978,9.4,0
"Alaska",2,1979,9.4,0
"Alaska",2,1980,9.4,0
"Alaska",2,1981,9.4,0
"Alaska",2,1982,9.4,0
"Alaska",2,1983,9.4,0
"Alaska",2,1984,9.4,0
"Alaska",2,1985,9.4,0
"Alaska",2,1986,9.4,0
"Alaska",2,1987,9.4,0
"Alaska",2,1988,9.4,0
"Alaska",2,1989,9.4,0
"Alaska",2,1990,9.4,0
"Alaska",2,1991,9.4,0
"Alaska",2,1992,9.4,0
"Alaska",2,1993,9.4,0
"Alaska",2,1994,9.4,0
"Alaska",2,1995,9.4,0
"Alaska",2,1996,9.4,0
"Alaska",2,1997,9.4,0
"Alaska",2,1998,9.4,0
"Alaska",2,1999,9.4,0
"Alaska",2,2000,9.4,0
"Alaska",2,2001,9.4,0
"Alaska",2,2002,9.4,0
"Alaska",2,2003,9.4,0
"Alaska",2,2004,9.4,0
"Alaska",2,2005,9.4,0
"Alaska",2,2006,9.4,0
"Alaska",2,2007,9.4,0
"Alaska",2,2008,9.4,0
"Alaska",2,2009,9.4,0
"Alaska",2,2010,9.4,0
"Alaska",2,2011,9.4,0
"Alaska",2,2012,9.4,0
"Arizona",4,1976,10.5,0
"Arizona",4,1977,10.5,0
"Arizona",4,1978,10.5,0
"Arizona",4,1979,10.5,0
"Arizona",4,1980,10.5,0
"Arizona",4,1981,10.5,0
"Arizona",4,1982,10.5,0
"Arizona",4,1983,10.5,0
"Arizona",4,1984,10.5,0
"Arizona",4,1985,10.5,0
"Arizona",4,1986,10.5,0
"Arizona",4,1987,10.5,0
"Arizona",4,1988,10.5,0
"Arizona",4,1989,10.5,0
"Arizona",4,1990,9.3,0
"Arizona",4,1991,9.3,0
"Arizona",4,1992,9.3,0
"Arizona",4,1993,9.3,0
"Arizona",4,1994,9,0
"Arizona",4,1995,9,0
"Arizona",4,1996,9,0
"Arizona",4,1997,9,0
"Arizona",4,1998,9,0
"Arizona",4,1999,7.968,0
"Arizona",4,2000,7.968,0
"Arizona",4,2001,6.968,0
"Arizona",4,2002,6.968,0
"Arizona",4,2003,6.968,0
"Arizona",4,2004,6.968,0
"Arizona",4,2005,6.968,0
"Arizona",4,2006,6.968,0
"Arizona",4,2007,6.968,0
"Arizona",4,2008,6.968,0
"Arizona",4,2009,6.968,0
"Arizona",4,2010,6.968,0
"Arizona",4,2011,6.968,0
"Arizona",4,2012,6.968,0
"Arkansas",5,1976,6,0
"Arkansas",5,1977,6,0
"Arkansas",5,1978,6,0
"Arkansas",5,1979,6,0
"Arkansas",5,1980,6,0
"Arkansas",5,1981,6,0
"Arkansas",5,1982,6,0
"Arkansas",5,1983,6,0
"Arkansas",5,1984,6,0
"Arkansas",5,1985,6,0
"Arkansas",5,1986,6,0
"Arkansas",5,1987,6,0
"Arkansas",5,1988,6,0
"Arkansas",5,1989,6,0
"Arkansas",5,1990,6,0
"Arkansas",5,1991,6.5,0
"Arkansas",5,1992,6.5,0
"Arkansas",5,1993,6.5,0
"Arkansas",5,1994,6.5,0
"Arkansas",5,1995,6.5,0
"Arkansas",5,1996,6.5,0
"Arkansas",5,1997,6.5,0
"Arkansas",5,1998,6.5,0
"Arkansas",5,1999,6.5,0
"Arkansas",5,2000,6.5,0
"Arkansas",5,2001,6.5,0
"Arkansas",5,2002,6.5,0
"Arkansas",5,2003,6.5,0
"Arkansas",5,2004,6.5,0
"Arkansas",5,2005,6.5,0
"Arkansas",5,2006,6.5,0
"Arkansas",5,2007,6.5,0
"Arkansas",5,2008,6.5,0
"Arkansas",5,2009,6.5,0
"Arkansas",5,2010,6.5,0
"Arkansas",5,2011,6.5,0
"Arkansas",5,2012,6.5,0
"California",6,1976,9,0
"California",6,1977,9,0
"California",6,1978,9,0
"California",6,1979,9,0
"California",6,1980,9.6,0
"California",6,1981,9.6,0
"California",6,1982,9.6,0
"California",6,1983,9.6,0
"California",6,1984,9.6,0
"California",6,1985,9.6,0
"California",6,1986,9.6,0
"California",6,1987,9.6,0
"California",6,1988,9.3,0
"California",6,1989,9.3,0
"California",6,1990,9.3,0
"California",6,1991,9.3,0
"California",6,1992,9.3,0
"California",6,1993,9.3,0
"California",6,1994,9.3,0
"California",6,1995,9.3,0
"California",6,1996,9.3,0
"California",6,1997,8.84,0
"California",6,1998,8.84,0
"California",6,1999,8.84,0
"California",6,2000,8.84,0
"California",6,2001,8.84,0
"California",6,2002,8.84,0
"California",6,2003,8.84,0
"California",6,2004,8.84,0
"California",6,2005,8.84,0
"California",6,2006,8.84,0
"California",6,2007,8.84,0
"California",6,2008,8.84,0
"California",6,2009,8.84,0
"California",6,2010,8.84,0
"California",6,2011,8.84,0
"California",6,2012,8.84,0
"Colorado",8,1976,5,0
"Colorado",8,1977,5,0
"Colorado",8,1978,5,0
"Colorado",8,1979,5,0
"Colorado",8,1980,5,0
"Colorado",8,1981,5,0
"Colorado",8,1982,5,0
"Colorado",8,1983,5,0
"Colorado",8,1984,5,0
"Colorado",8,1985,5,0
"Colorado",8,1986,5,0
"Colorado",8,1987,6,0
"Colorado",8,1988,6,0
"Colorado",8,1989,5.5,0
"Colorado",8,1990,5.4,0
"Colorado",8,1991,5.3,0
"Colorado",8,1992,5.2,0
"Colorado",8,1993,5.1,0
"Colorado",8,1994,5,0
"Colorado",8,1995,5,0
"Colorado",8,1996,5,0
"Colorado",8,1997,5,0
"Colorado",8,1998,5,0
"Colorado",8,1999,4.75,0
"Colorado",8,2000,4.75,0
"Colorado",8,2001,4.63,0
"Colorado",8,2002,4.63,0
"Colorado",8,2003,4.63,0
"Colorado",8,2004,4.63,0
"Colorado",8,2005,4.63,0
"Colorado",8,2006,4.63,0
"Colorado",8,2007,4.63,0
"Colorado",8,2008,4.63,0
"Colorado",8,2009,4.63,0
"Colorado",8,2010,4.63,0
"Colorado",8,2011,4.63,0
"Colorado",8,2012,4.63,0
"Connecticut",9,1976,10,0
"Connecticut",9,1977,10,0
"Connecticut",9,1978,10,0
"Connecticut",9,1979,10,0
"Connecticut",9,1980,10,0
"Connecticut",9,1981,10,0
"Connecticut",9,1982,10,0
"Connecticut",9,1983,11.5,0
"Connecticut",9,1984,11.5,0
"Connecticut",9,1985,11.5,0
"Connecticut",9,1986,11.5,0
"Connecticut",9,1987,11.5,0
"Connecticut",9,1988,11.5,0
"Connecticut",9,1989,11.5,0
"Connecticut",9,1990,11.5,0
"Connecticut",9,1991,11.5,0
"Connecticut",9,1992,11.5,0
"Connecticut",9,1993,11.5,0
"Connecticut",9,1994,11.5,0
"Connecticut",9,1995,11.25,0
"Connecticut",9,1996,10.75,0
"Connecticut",9,1997,10.5,0
"Connecticut",9,1998,9.5,0
"Connecticut",9,1999,8.5,0
"Connecticut",9,2000,7.5,0
"Connecticut",9,2001,7.5,0
"Connecticut",9,2002,7.5,0
"Connecticut",9,2003,7.5,0
"Connecticut",9,2004,7.5,0
"Connecticut",9,2005,7.5,0
"Connecticut",9,2006,7.5,0
"Connecticut",9,2007,7.5,0
"Connecticut",9,2008,7.5,0
"Connecticut",9,2009,7.5,0
"Connecticut",9,2010,7.5,0
"Connecticut",9,2011,7.5,0
"Connecticut",9,2012,9,0
"Delaware",10,1976,7.2,0
"Delaware",10,1977,7.2,0
"Delaware",10,1978,8.7,0
"Delaware",10,1979,8.7,0
"Delaware",10,1980,8.7,0
"Delaware",10,1981,8.7,0
"Delaware",10,1982,8.7,0
"Delaware",10,1983,8.7,0
"Delaware",10,1984,8.7,0
"Delaware",10,1985,8.7,0
"Delaware",10,1986,8.7,0
"Delaware",10,1987,8.7,0
"Delaware",10,1988,8.7,0
"Delaware",10,1989,8.7,0
"Delaware",10,1990,8.7,0
"Delaware",10,1991,8.7,0
"Delaware",10,1992,8.7,0
"Delaware",10,1993,8.7,0
"Delaware",10,1994,8.7,0
"Delaware",10,1995,8.7,0
"Delaware",10,1996,8.7,0
"Delaware",10,1997,8.7,0
"Delaware",10,1998,8.7,0
"Delaware",10,1999,8.7,0
"Delaware",10,2000,8.7,0
"Delaware",10,2001,8.7,0
"Delaware",10,2002,8.7,0
"Delaware",10,2003,8.7,0
"Delaware",10,2004,8.7,0
"Delaware",10,2005,8.7,0
"Delaware",10,2006,8.7,0
"Delaware",10,2007,8.7,0
"Delaware",10,2008,8.7,0
"Delaware",10,2009,8.7,0
"Delaware",10,2010,8.7,0
"Delaware",10,2011,8.7,0
"Delaware",10,2012,8.7,0
"District of Columbia",11,1976,9.9,0
"District of Columbia",11,1977,9.9,0
"District of Columbia",11,1978,9.9,0
"District of Columbia",11,1979,9.9,0
"District of Columbia",11,1980,9.9,0
"District of Columbia",11,1981,9.9,0
"District of Columbia",11,1982,9.9,0
"District of Columbia",11,1983,9.9,0
"District of Columbia",11,1984,9.9,0
"District of Columbia",11,1985,10.5,0
"District of Columbia",11,1986,10.5,0
"District of Columbia",11,1987,10.25,0
"District of Columbia",11,1988,10.25,0
"District of Columbia",11,1989,10.5,0
"District of Columbia",11,1990,10.5,0
"District of Columbia",11,1991,10.5,0
"District of Columbia",11,1992,10.5,0
"District of Columbia",11,1993,10.25,0
"District of Columbia",11,1994,10.25,0
"District of Columbia",11,1995,9.975,0
"District of Columbia",11,1996,9.975,0
"District of Columbia",11,1997,9.975,0
"District of Columbia",11,1998,9.975,0
"District of Columbia",11,1999,9.975,0
"District of Columbia",11,2000,9.975,0
"District of Columbia",11,2001,9.975,0
"District of Columbia",11,2002,9.975,0
"District of Columbia",11,2003,9.975,0
"District of Columbia",11,2004,9.975,0
"District of Columbia",11,2005,9.975,0
"District of Columbia",11,2006,9.975,0
"District of Columbia",11,2007,9.975,0
"District of Columbia",11,2008,9.975,0
"District of Columbia",11,2009,9.975,0
"District of Columbia",11,2010,9.975,0
"District of Columbia",11,2011,9.975,0
"District of Columbia",11,2012,9.975,0
"Florida",12,1976,5,0
"Florida",12,1977,5,0
"Florida",12,1978,5,0
"Florida",12,1979,5,0
"Florida",12,1980,5,0
"Florida",12,1981,5,0
"Florida",12,1982,5,0
"Florida",12,1983,5,0
"Florida",12,1984,5,0
"Florida",12,1985,5.5,0
"Florida",12,1986,5.5,0
"Florida",12,1987,5.5,0
"Florida",12,1988,5.5,0
"Florida",12,1989,5.5,0
"Florida",12,1990,5.5,0
"Florida",12,1991,5.5,0
"Florida",12,1992,5.5,0
"Florida",12,1993,5.5,0
"Florida",12,1994,5.5,0
"Florida",12,1995,5.5,0
"Florida",12,1996,5.5,0
"Florida",12,1997,5.5,0
"Florida",12,1998,5.5,0
"Florida",12,1999,5.5,0
"Florida",12,2000,5.5,0
"Florida",12,2001,5.5,0
"Florida",12,2002,5.5,0
"Florida",12,2003,5.5,0
"Florida",12,2004,5.5,0
"Florida",12,2005,5.5,0
"Florida",12,2006,5.5,0
"Florida",12,2007,5.5,0
"Florida",12,2008,5.5,0
"Florida",12,2009,5.5,0
"Florida",12,2010,5.5,0
"Florida",12,2011,5.5,0
"Florida",12,2012,5.5,0
"Georgia",13,1976,6,0
"Georgia",13,1977,6,0
"Georgia",13,1978,6,0
"Georgia",13,1979,6,0
"Georgia",13,1980,6,0
"Georgia",13,1981,6,0
"Georgia",13,1982,6,0
"Georgia",13,1983,6,0
"Georgia",13,1984,6,0
"Georgia",13,1985,6,0
"Georgia",13,1986,6,0
"Georgia",13,1987,6,0
"Georgia",13,1988,6,0
"Georgia",13,1989,6,0
"Georgia",13,1990,6,0
"Georgia",13,1991,6,0
"Georgia",13,1992,6,0
"Georgia",13,1993,6,0
"Georgia",13,1994,6,0
"Georgia",13,1995,6,0
"Georgia",13,1996,6,0
"Georgia",13,1997,6,0
"Georgia",13,1998,6,0
"Georgia",13,1999,6,0
"Georgia",13,2000,6,0
"Georgia",13,2001,6,0
"Georgia",13,2002,6,0
"Georgia",13,2003,6,0
"Georgia",13,2004,6,0
"Georgia",13,2005,6,0
"Georgia",13,2006,6,0
"Georgia",13,2007,6,0
"Georgia",13,2008,6,0
"Georgia",13,2009,6,0
"Georgia",13,2010,6,0
"Georgia",13,2011,6,0
"Georgia",13,2012,6,0
"Hawaii",15,1976,6.435,0
"Hawaii",15,1977,6.435,0
"Hawaii",15,1978,6.435,0
"Hawaii",15,1979,6.435,0
"Hawaii",15,1980,6.435,0
"Hawaii",15,1981,6.435,0
"Hawaii",15,1982,6.435,0
"Hawaii",15,1983,6.435,0
"Hawaii",15,1984,6.435,0
"Hawaii",15,1985,6.435,0
"Hawaii",15,1986,6.435,0
"Hawaii",15,1987,6.4,0
"Hawaii",15,1988,6.4,0
"Hawaii",15,1989,6.4,0
"Hawaii",15,1990,6.4,0
"Hawaii",15,1991,6.4,0
"Hawaii",15,1992,6.4,0
"Hawaii",15,1993,6.4,0
"Hawaii",15,1994,6.4,0
"Hawaii",15,1995,6.4,0
"Hawaii",15,1996,6.4,0
"Hawaii",15,1997,6.4,0
"Hawaii",15,1998,6.4,0
"Hawaii",15,1999,6.4,0
"Hawaii",15,2000,6.4,0
"Hawaii",15,2001,6.4,0
"Hawaii",15,2002,6.4,0
"Hawaii",15,2003,6.4,0
"Hawaii",15,2004,6.4,0
"Hawaii",15,2005,6.4,0
"Hawaii",15,2006,6.4,0
"Hawaii",15,2007,6.4,0
"Hawaii",15,2008,6.4,0
"Hawaii",15,2009,6.4,0
"Hawaii",15,2010,6.4,0
"Hawaii",15,2011,6.4,0
"Hawaii",15,2012,6.4,0
"Idaho",16,1976,6.5,0
"Idaho",16,1977,6.5,0
"Idaho",16,1978,6.5,0
"Idaho",16,1979,6.5,0
"Idaho",16,1980,6.5,0
"Idaho",16,1981,6.5,0
"Idaho",16,1982,6.5,0
"Idaho",16,1983,7.7,0
"Idaho",16,1984,7.7,0
"Idaho",16,1985,7.7,0
"Idaho",16,1986,7.7,0
"Idaho",16,1987,7.7,0
"Idaho",16,1988,8,0
"Idaho",16,1989,8,0
"Idaho",16,1990,8,0
"Idaho",16,1991,8,0
"Idaho",16,1992,8,0
"Idaho",16,1993,8,0
"Idaho",16,1994,8,0
"Idaho",16,1995,8,0
"Idaho",16,1996,8,0
"Idaho",16,1997,8,0
"Idaho",16,1998,8,0
"Idaho",16,1999,8,0
"Idaho",16,2000,8,0
"Idaho",16,2001,8,0
"Idaho",16,2002,7.6,0
"Idaho",16,2003,7.6,0
"Idaho",16,2004,7.6,0
"Idaho",16,2005,7.6,0
"Idaho",16,2006,7.6,0
"Idaho",16,2007,7.6,0
"Idaho",16,2008,7.6,0
"Idaho",16,2009,7.6,0
"Idaho",16,2010,7.6,0
"Idaho",16,2011,7.6,0
"Idaho",16,2012,7.6,0
"Illinois",17,1976,6.85,0
"Illinois",17,1977,6.85,0
"Illinois",17,1978,6.85,0
"Illinois",17,1979,6.85,0
"Illinois",17,1980,6.85,0
"Illinois",17,1981,6.5,0
"Illinois",17,1982,6.5,0
"Illinois",17,1983,7.3,0
"Illinois",17,1984,7.3,0
"Illinois",17,1985,6.5,0
"Illinois",17,1986,6.5,0
"Illinois",17,1987,6.5,0
"Illinois",17,1988,6.5,0
"Illinois",17,1989,7.3,0
"Illinois",17,1990,7.3,0
"Illinois",17,1991,7.3,0
"Illinois",17,1992,7.3,0
"Illinois",17,1993,7.3,0
"Illinois",17,1994,7.3,0
"Illinois",17,1995,7.3,0
"Illinois",17,1996,7.3,0
"Illinois",17,1997,7.3,0
"Illinois",17,1998,7.3,0
"Illinois",17,1999,7.3,0
"Illinois",17,2000,7.3,0
"Illinois",17,2001,7.3,0
"Illinois",17,2002,7.3,0
"Illinois",17,2003,7.3,0
"Illinois",17,2004,7.3,0
"Illinois",17,2005,7.3,0
"Illinois",17,2006,7.3,0
"Illinois",17,2007,7.3,0
"Illinois",17,2008,7.3,0
"Illinois",17,2009,7.3,0
"Illinois",17,2010,7.3,0
"Illinois",17,2011,9.5,0
"Illinois",17,2012,9.5,0
"Indiana",18,1976,5.5,0
"Indiana",18,1977,6,0
"Indiana",18,1978,6,0
"Indiana",18,1979,6,0
"Indiana",18,1980,6,0
"Indiana",18,1981,6,0
"Indiana",18,1982,6,0
"Indiana",18,1983,7,0
"Indiana",18,1984,7,0
"Indiana",18,1985,7,0
"Indiana",18,1986,7,0
"Indiana",18,1987,7.9,0
"Indiana",18,1988,7.9,0
"Indiana",18,1989,7.9,0
"Indiana",18,1990,7.9,0
"Indiana",18,1991,7.9,0
"Indiana",18,1992,7.9,0
"Indiana",18,1993,7.9,0
"Indiana",18,1994,7.9,0
"Indiana",18,1995,7.9,0
"Indiana",18,1996,7.9,0
"Indiana",18,1997,7.9,0
"Indiana",18,1998,7.9,0
"Indiana",18,1999,7.9,0
"Indiana",18,2000,7.9,0
"Indiana",18,2001,7.9,0
"Indiana",18,2002,7.9,0
"Indiana",18,2003,8.5,0
"Indiana",18,2004,8.5,0
"Indiana",18,2005,8.5,0
"Indiana",18,2006,8.5,0
"Indiana",18,2007,8.5,0
"Indiana",18,2008,8.5,0
"Indiana",18,2009,8.5,0
"Indiana",18,2010,8.5,0
"Indiana",18,2011,8.5,0
"Indiana",18,2012,8,0
"Iowa",19,1976,10,0
"Iowa",19,1977,10,0
"Iowa",19,1978,10,0
"Iowa",19,1979,10,0
"Iowa",19,1980,10,0
"Iowa",19,1981,10,0
"Iowa",19,1982,10,0
"Iowa",19,1983,12,0
"Iowa",19,1984,12,0
"Iowa",19,1985,12,0
"Iowa",19,1986,12,0
"Iowa",19,1987,12,0
"Iowa",19,1988,12,0
"Iowa",19,1989,12,0
"Iowa",19,1990,12,0
"Iowa",19,1991,12,0
"Iowa",19,1992,12,0
"Iowa",19,1993,12,0
"Iowa",19,1994,12,0
"Iowa",19,1995,12,0
"Iowa",19,1996,12,0
"Iowa",19,1997,12,0
"Iowa",19,1998,12,0
"Iowa",19,1999,12,0
"Iowa",19,2000,12,0
"Iowa",19,2001,12,0
"Iowa",19,2002,12,0
"Iowa",19,2003,12,0
"Iowa",19,2004,12,0
"Iowa",19,2005,12,0
"Iowa",19,2006,12,0
"Iowa",19,2007,12,0
"Iowa",19,2008,12,0
"Iowa",19,2009,12,0
"Iowa",19,2010,12,0
"Iowa",19,2011,12,0
"Iowa",19,2012,12,0
"Kansas",20,1976,6.75,0
"Kansas",20,1977,6.75,0
"Kansas",20,1978,6.75,0
"Kansas",20,1979,6.75,0
"Kansas",20,1980,6.75,0
"Kansas",20,1981,6.75,0
"Kansas",20,1982,6.75,0
"Kansas",20,1983,6.75,0
"Kansas",20,1984,6.75,0
"Kansas",20,1985,6.75,0
"Kansas",20,1986,6.75,0
"Kansas",20,1987,6.75,0
"Kansas",20,1988,6.75,0
"Kansas",20,1989,6.75,0
"Kansas",20,1990,6.75,0
"Kansas",20,1991,6.75,0
"Kansas",20,1992,6.75,0
"Kansas",20,1993,7.35,0
"Kansas",20,1994,7.35,0
"Kansas",20,1995,7.35,0
"Kansas",20,1996,7.35,0
"Kansas",20,1997,7.35,0
"Kansas",20,1998,7.35,0
"Kansas",20,1999,7.35,0
"Kansas",20,2000,7.35,0
"Kansas",20,2001,7.35,0
"Kansas",20,2002,7.35,0
"Kansas",20,2003,7.35,0
"Kansas",20,2004,7.35,0
"Kansas",20,2005,7.35,0
"Kansas",20,2006,7.35,0
"Kansas",20,2007,7.35,0
"Kansas",20,2008,7.35,0
"Kansas",20,2009,7.05,0
"Kansas",20,2010,7.05,0
"Kansas",20,2011,7,0
"Kansas",20,2012,7,0
"Kentucky",21,1976,5.8,0
"Kentucky",21,1977,5.8,0
"Kentucky",21,1978,5.8,0
"Kentucky",21,1979,5.8,0
"Kentucky",21,1980,5.8,0
"Kentucky",21,1981,6,0
"Kentucky",21,1982,6,0
"Kentucky",21,1983,6,0
"Kentucky",21,1984,6,0
"Kentucky",21,1985,7.25,0
"Kentucky",21,1986,7.25,0
"Kentucky",21,1987,7.25,0
"Kentucky",21,1988,7.25,0
"Kentucky",21,1989,7.25,0
